n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.2,3,Geo_NMF,Theta,0.121094246356
1000,3,3,0.2,3,Geo_NMF,B,0.498110814211
1000,3,3,0.2,3,basic_SPA,Theta,0.13344058255
1000,3,3,0.2,3,basic_SPA,B,0.228078144948
1000,3,3,0.2,3,bootstrap_SPA,Theta,0.103928681193
1000,3,3,0.2,3,bootstrap_SPA,B,0.105257839905
1000,3,3,0.2,4,Geo_NMF,Theta,0.136112733238
1000,3,3,0.2,4,Geo_NMF,B,0.499557952868
1000,3,3,0.2,4,basic_SPA,Theta,0.131026601163
1000,3,3,0.2,4,basic_SPA,B,0.195950596462
1000,3,3,0.2,4,bootstrap_SPA,Theta,0.106714665946
1000,3,3,0.2,4,bootstrap_SPA,B,0.117069293166
1000,3,3,0.2,5,Geo_NMF,Theta,0.129522466676
1000,3,3,0.2,5,Geo_NMF,B,0.496928631718
1000,3,3,0.2,5,basic_SPA,Theta,0.140500438518
1000,3,3,0.2,5,basic_SPA,B,0.245597940948
1000,3,3,0.2,5,bootstrap_SPA,Theta,0.103722616602
1000,3,3,0.2,5,bootstrap_SPA,B,0.0836111723387
1000,3,3,0.2,6,Geo_NMF,Theta,0.148786434554
1000,3,3,0.2,6,Geo_NMF,B,0.501232762334
1000,3,3,0.2,6,basic_SPA,Theta,0.156415557533
1000,3,3,0.2,6,basic_SPA,B,0.321185765726
1000,3,3,0.2,6,bootstrap_SPA,Theta,0.113284210788
1000,3,3,0.2,6,bootstrap_SPA,B,0.0954693512011
1000,3,3,0.2,7,Geo_NMF,Theta,0.141440756468
1000,3,3,0.2,7,Geo_NMF,B,0.500202282101
1000,3,3,0.2,7,basic_SPA,Theta,0.13579187656
1000,3,3,0.2,7,basic_SPA,B,0.22701609707
1000,3,3,0.2,7,bootstrap_SPA,Theta,0.0983585957855
1000,3,3,0.2,7,bootstrap_SPA,B,0.100786367419
1000,3,3,0.2,8,Geo_NMF,Theta,0.131669679048
1000,3,3,0.2,8,Geo_NMF,B,0.497126085183
1000,3,3,0.2,8,basic_SPA,Theta,0.149837938746
1000,3,3,0.2,8,basic_SPA,B,0.282151590667
1000,3,3,0.2,8,bootstrap_SPA,Theta,0.109218948929
1000,3,3,0.2,8,bootstrap_SPA,B,0.0957044700351
1000,3,3,0.2,9,Geo_NMF,Theta,0.141204820467
1000,3,3,0.2,9,Geo_NMF,B,0.50332866412
1000,3,3,0.2,9,basic_SPA,Theta,0.140904329506
1000,3,3,0.2,9,basic_SPA,B,0.296500416316
1000,3,3,0.2,9,bootstrap_SPA,Theta,0.103857621287
1000,3,3,0.2,9,bootstrap_SPA,B,0.0807912188359
1000,3,3,0.25,0,Geo_NMF,Theta,0.17589770837
1000,3,3,0.25,0,Geo_NMF,B,0.703804477698
1000,3,3,0.25,0,basic_SPA,Theta,0.15079724559
1000,3,3,0.25,0,basic_SPA,B,0.24146923491
1000,3,3,0.25,0,bootstrap_SPA,Theta,0.112103376798
1000,3,3,0.25,0,bootstrap_SPA,B,0.112305314035
1000,3,3,0.25,1,Geo_NMF,Theta,0.152713788164
1000,3,3,0.25,1,Geo_NMF,B,0.621974913794
1000,3,3,0.25,1,basic_SPA,Theta,0.167965241411
1000,3,3,0.25,1,basic_SPA,B,0.359123900235
1000,3,3,0.25,1,bootstrap_SPA,Theta,0.111701187127
1000,3,3,0.25,1,bootstrap_SPA,B,0.0903303544735
1000,3,3,0.25,2,Geo_NMF,Theta,0.13915745045
1000,3,3,0.25,2,Geo_NMF,B,0.693229258131
1000,3,3,0.25,2,basic_SPA,Theta,0.145346550091
1000,3,3,0.25,2,basic_SPA,B,0.263671229033
1000,3,3,0.25,2,bootstrap_SPA,Theta,0.110744555089
1000,3,3,0.25,2,bootstrap_SPA,B,0.114298689556
1000,3,3,0.25,3,Geo_NMF,Theta,0.148369722748
1000,3,3,0.25,3,Geo_NMF,B,0.621057792656
1000,3,3,0.25,3,basic_SPA,Theta,0.151372574315
1000,3,3,0.25,3,basic_SPA,B,0.269740477188
1000,3,3,0.25,3,bootstrap_SPA,Theta,0.10862424765
1000,3,3,0.25,3,bootstrap_SPA,B,0.0863537248807
1000,3,3,0.25,4,Geo_NMF,Theta,0.138752788553
1000,3,3,0.25,4,Geo_NMF,B,0.623665984823
1000,3,3,0.25,4,basic_SPA,Theta,0.156362712481
1000,3,3,0.25,4,basic_SPA,B,0.228496054703
1000,3,3,0.25,4,bootstrap_SPA,Theta,0.122056107361
1000,3,3,0.25,4,bootstrap_SPA,B,0.110083124136
1000,3,3,0.25,5,Geo_NMF,Theta,0.154280356447
1000,3,3,0.25,5,Geo_NMF,B,0.619182261614
1000,3,3,0.25,5,basic_SPA,Theta,0.167336508786
1000,3,3,0.25,5,basic_SPA,B,0.243555604585
1000,3,3,0.25,5,bootstrap_SPA,Theta,0.115939501974
1000,3,3,0.25,5,bootstrap_SPA,B,0.0967103565967
1000,3,3,0.25,6,Geo_NMF,Theta,0.163002864575
1000,3,3,0.25,6,Geo_NMF,B,0.625943287349
1000,3,3,0.25,6,basic_SPA,Theta,0.184808854941
1000,3,3,0.25,6,basic_SPA,B,0.367502821832
1000,3,3,0.25,6,bootstrap_SPA,Theta,0.123809403214
1000,3,3,0.25,6,bootstrap_SPA,B,0.114871175821
1000,3,3,0.25,7,Geo_NMF,Theta,0.129393975838
1000,3,3,0.25,7,Geo_NMF,B,0.622199724826
1000,3,3,0.25,7,basic_SPA,Theta,0.153534048113
1000,3,3,0.25,7,basic_SPA,B,0.260563179202
1000,3,3,0.25,7,bootstrap_SPA,Theta,0.108198071063
1000,3,3,0.25,7,bootstrap_SPA,B,0.0967633534058
1000,3,3,0.25,8,Geo_NMF,Theta,0.145590634118
1000,3,3,0.25,8,Geo_NMF,B,0.620015088588
1000,3,3,0.25,8,basic_SPA,Theta,0.166683909923
1000,3,3,0.25,8,basic_SPA,B,0.290793939
1000,3,3,0.25,8,bootstrap_SPA,Theta,0.123922004201
1000,3,3,0.25,8,bootstrap_SPA,B,0.108197520455
1000,3,3,0.25,9,Geo_NMF,Theta,0.140420468685
1000,3,3,0.25,9,Geo_NMF,B,0.621705066094
1000,3,3,0.25,9,basic_SPA,Theta,0.156675819041
1000,3,3,0.25,9,basic_SPA,B,0.309362220198
1000,3,3,0.25,9,bootstrap_SPA,Theta,0.115469631456
1000,3,3,0.25,9,bootstrap_SPA,B,0.0797570921371
1000,3,3,0.3,0,Geo_NMF,Theta,0.173031145048
1000,3,3,0.3,0,Geo_NMF,B,0.803173971252
1000,3,3,0.3,0,basic_SPA,Theta,0.19603079555
1000,3,3,0.3,0,basic_SPA,B,0.292074197082
1000,3,3,0.3,0,bootstrap_SPA,Theta,0.130630320989
1000,3,3,0.3,0,bootstrap_SPA,B,0.0756403489699
1000,3,3,0.3,1,Geo_NMF,Theta,0.145015446736
1000,3,3,0.3,1,Geo_NMF,B,0.79414945141
1000,3,3,0.3,1,basic_SPA,Theta,0.187207410535
1000,3,3,0.3,1,basic_SPA,B,0.325657195521
1000,3,3,0.3,1,bootstrap_SPA,Theta,0.126591241149
1000,3,3,0.3,1,bootstrap_SPA,B,0.0776324388925
1000,3,3,0.3,2,Geo_NMF,Theta,0.164540133983
1000,3,3,0.3,2,Geo_NMF,B,0.79518496956
1000,3,3,0.3,2,basic_SPA,Theta,0.166936950883
1000,3,3,0.3,2,basic_SPA,B,0.26552823004
1000,3,3,0.3,2,bootstrap_SPA,Theta,0.127158361829
1000,3,3,0.3,2,bootstrap_SPA,B,0.0882069516191
1000,3,3,0.3,3,Geo_NMF,Theta,0.186102033753
1000,3,3,0.3,3,Geo_NMF,B,0.797340897071
1000,3,3,0.3,3,basic_SPA,Theta,0.173777730585
1000,3,3,0.3,3,basic_SPA,B,0.279685135753
1000,3,3,0.3,3,bootstrap_SPA,Theta,0.125984162309
1000,3,3,0.3,3,bootstrap_SPA,B,0.111533066843
1000,3,3,0.3,4,Geo_NMF,Theta,0.186358032948
1000,3,3,0.3,4,Geo_NMF,B,0.804157442555
1000,3,3,0.3,4,basic_SPA,Theta,0.16988059725
1000,3,3,0.3,4,basic_SPA,B,0.249455667963
1000,3,3,0.3,4,bootstrap_SPA,Theta,0.134412542833
1000,3,3,0.3,4,bootstrap_SPA,B,0.100024654424
1000,3,3,0.3,5,Geo_NMF,Theta,0.157832702742
1000,3,3,0.3,5,Geo_NMF,B,0.800176027769
1000,3,3,0.3,5,basic_SPA,Theta,0.180558170718
1000,3,3,0.3,5,basic_SPA,B,0.283103079834
1000,3,3,0.3,5,bootstrap_SPA,Theta,0.128179611444
1000,3,3,0.3,5,bootstrap_SPA,B,0.108242705058
1000,3,3,0.3,6,Geo_NMF,Theta,0.156641681598
1000,3,3,0.3,6,Geo_NMF,B,0.805044196989
1000,3,3,0.3,6,basic_SPA,Theta,0.19765616474
1000,3,3,0.3,6,basic_SPA,B,0.362584449339
1000,3,3,0.3,6,bootstrap_SPA,Theta,0.13745046692
1000,3,3,0.3,6,bootstrap_SPA,B,0.0978501901841
1000,3,3,0.3,7,Geo_NMF,Theta,0.144918003363
1000,3,3,0.3,7,Geo_NMF,B,0.792029690161
1000,3,3,0.3,7,basic_SPA,Theta,0.173391860793
1000,3,3,0.3,7,basic_SPA,B,0.328872572025
1000,3,3,0.3,7,bootstrap_SPA,Theta,0.119918572607
1000,3,3,0.3,7,bootstrap_SPA,B,0.0696926411242
1000,3,3,0.3,8,Geo_NMF,Theta,0.144221435937
1000,3,3,0.3,8,Geo_NMF,B,0.799520328617
1000,3,3,0.3,8,basic_SPA,Theta,0.166367143765
1000,3,3,0.3,8,basic_SPA,B,0.236768366624
1000,3,3,0.3,8,bootstrap_SPA,Theta,0.137735530843
1000,3,3,0.3,8,bootstrap_SPA,B,0.103335674461
1000,3,3,0.3,9,Geo_NMF,Theta,0.185953572075
1000,3,3,0.3,9,Geo_NMF,B,0.797624812558
1000,3,3,0.3,9,basic_SPA,Theta,0.169282627214
1000,3,3,0.3,9,basic_SPA,B,0.284062571203
1000,3,3,0.3,9,bootstrap_SPA,Theta,0.128771902589
1000,3,3,0.3,9,bootstrap_SPA,B,0.0905191483559
1000,3,3,0.35,0,Geo_NMF,Theta,0.197033923759
1000,3,3,0.35,0,Geo_NMF,B,0.904835993692
1000,3,3,0.35,0,basic_SPA,Theta,0.224907642048
1000,3,3,0.35,0,basic_SPA,B,0.310580725869
